Iteration,C# (Unix),C# (Win32),C++ (Unix),C++ (Win32)
112,29.980300000000,20.756100000000,18.458000000000,19.227000000000
113,29.866600000000,20.549000000000,18.394000000000,19.245000000000
114,29.935300000000,20.568600000000,18.469000000000,19.192000000000
115,30.164300000000,20.568900000000,18.395000000000,19.257000000000
116,29.934100000000,20.647300000000,18.390000000000,19.262000000000
117,29.965700000000,20.610400000000,18.459000000000,19.252000000000
118,29.963100000000,20.642900000000,18.411000000000,19.204000000000
119,30.047600000000,20.622600000000,18.396000000000,19.225000000000
120,29.982800000000,20.704600000000,18.444000000000,19.226000000000
121,29.881200000000,20.625400000000,18.377000000000,19.240000000000
122,30.010400000000,20.638700000000,18.409000000000,19.189000000000
123,29.857300000000,20.627700000000,18.473000000000,19.219000000000
124,29.931100000000,20.657200000000,18.442000000000,19.250000000000
125,29.915700000000,20.646900000000,18.459000000000,19.179000000000
126,30.078400000000,20.647000000000,18.461000000000,19.122000000000
127,29.929200000000,20.717900000000,18.424000000000,19.134000000000
128,29.956400000000,20.645800000000,18.372000000000,19.143000000000
129,30.029100000000,20.704800000000,18.579000000000,19.100000000000
130,29.898600000000,20.743400000000,18.459000000000,19.185000000000
131,30.009200000000,20.794600000000,18.458000000000,19.137000000000
132,30.006000000000,20.803000000000,18.479000000000,19.090000000000
133,30.048200000000,20.843300000000,18.406000000000,19.128000000000
134,29.966500000000,20.791600000000,18.372000000000,19.139000000000
135,29.919100000000,22.364800000000,18.441000000000,19.107000000000
136,30.022500000000,20.802900000000,18.439000000000,19.168000000000
137,29.934100000000,20.853400000000,18.501000000000,19.102000000000
138,30.871300000000,20.876200000000,18.402000000000,19.125000000000
139,29.931700000000,20.916100000000,18.433000000000,19.130000000000
140,29.945800000000,20.544200000000,18.426000000000,19.155000000000
141,29.913200000000,20.575200000000,18.487000000000,19.127000000000
142,29.990300000000,20.547300000000,18.406000000000,19.127000000000
143,29.999100000000,20.527900000000,18.428000000000,19.127000000000
144,29.965300000000,20.539300000000,18.434000000000,19.122000000000
145,29.969100000000,20.514500000000,18.410000000000,19.124000000000
146,29.957600000000,20.541600000000,18.393000000000,19.197000000000
147,29.920500000000,20.508600000000,18.429000000000,19.193000000000
148,29.970100000000,20.544000000000,18.376000000000,19.140000000000
149,30.033200000000,20.583400000000,18.478000000000,19.375000000000
150,29.957600000000,20.538200000000,18.437000000000,19.566000000000
151,30.016700000000,20.520000000000,18.419000000000,19.160000000000
152,30.025900000000,20.469500000000,18.416000000000,19.173000000000
153,29.944500000000,20.543800000000,18.422000000000,19.282000000000
154,29.930500000000,20.567500000000,18.425000000000,19.128000000000
155,29.980400000000,20.648700000000,18.461000000000,19.113000000000
156,29.930400000000,20.549900000000,18.570000000000,19.136000000000
157,29.992800000000,20.565600000000,18.513000000000,19.153000000000
158,30.000500000000,20.550400000000,18.499000000000,19.188000000000
159,30.024900000000,20.544500000000,18.446000000000,19.218000000000
160,29.998000000000,20.571100000000,18.422000000000,19.156000000000
161,29.946800000000,20.680200000000,18.415000000000,19.130000000000
162,29.899500000000,20.741000000000,18.405000000000,19.153000000000
163,29.979700000000,20.737700000000,18.446000000000,19.186000000000
164,29.890400000000,20.730700000000,18.360000000000,19.161000000000
165,29.960600000000,20.748900000000,18.409000000000,19.137000000000
166,30.028000000000,20.733600000000,18.432000000000,19.147000000000
167,29.918900000000,20.724300000000,18.448000000000,19.120000000000
168,29.980600000000,20.732700000000,18.405000000000,19.160000000000
169,30.000800000000,20.744200000000,18.463000000000,19.102000000000
170,29.955600000000,20.731000000000,18.432000000000,19.109000000000
171,29.951900000000,20.753100000000,18.405000000000,19.342000000000
172,29.853800000000,20.717000000000,18.425000000000,19.179000000000
173,29.903800000000,20.729100000000,18.403000000000,19.067000000000
174,30.230400000000,20.722400000000,18.443000000000,19.087000000000
175,30.027300000000,20.865900000000,18.388000000000,19.067000000000
176,30.134400000000,20.843200000000,18.362000000000,19.020000000000
177,30.331500000000,20.787300000000,18.452000000000,19.070000000000
178,30.224500000000,20.738400000000,18.403000000000,19.060000000000
179,30.110800000000,20.763000000000,18.744000000000,19.085000000000
180,30.095400000000,20.786500000000,18.424000000000,19.095000000000
181,30.129300000000,20.780500000000,18.435000000000,19.051000000000
182,30.045500000000,20.827600000000,18.459000000000,19.132000000000
183,30.039400000000,20.722800000000,18.470000000000,19.054000000000
184,30.033000000000,20.709200000000,18.493000000000,19.042000000000
185,30.073400000000,20.746200000000,18.498000000000,19.037000000000
186,30.055000000000,20.765700000000,18.457000000000,19.049000000000
187,29.976700000000,20.742700000000,18.448000000000,19.064000000000
188,30.126600000000,20.879800000000,18.449000000000,19.049000000000
189,29.991100000000,20.866200000000,18.425000000000,19.120000000000
190,30.025700000000,20.857800000000,18.454000000000,19.050000000000
191,30.039200000000,20.815000000000,18.454000000000,19.025000000000
192,30.127600000000,20.858200000000,18.434000000000,19.061000000000
193,30.214900000000,20.856600000000,18.430000000000,19.037000000000
194,30.187800000000,20.848100000000,18.496000000000,19.073000000000
195,30.184800000000,20.816100000000,18.385000000000,19.108000000000
196,30.129700000000,20.804000000000,18.462000000000,19.093000000000
197,30.080400000000,20.831100000000,18.457000000000,19.068000000000
198,30.108800000000,20.856700000000,18.431000000000,19.053000000000
199,30.160700000000,20.846500000000,18.412000000000,19.088000000000
200,30.114200000000,20.798800000000,18.407000000000,19.116000000000
201,30.149600000000,20.803000000000,18.419000000000,19.092000000000
202,30.106300000000,20.827400000000,18.423000000000,19.036000000000
203,30.103700000000,20.842600000000,18.464000000000,19.102000000000
204,30.133900000000,20.932800000000,18.416000000000,19.153000000000
205,30.065100000000,20.700600000000,18.459000000000,19.084000000000
206,30.153100000000,20.709500000000,18.428000000000,19.095000000000
207,30.182200000000,20.712800000000,18.465000000000,19.126000000000
208,30.050300000000,20.709500000000,18.454000000000,19.060000000000
209,30.111600000000,20.733000000000,18.472000000000,19.024000000000
210,30.193400000000,20.674000000000,18.533000000000,19.033000000000
211,30.189100000000,20.774100000000,18.567000000000,19.113000000000
212,30.143800000000,20.802400000000,18.477000000000,19.093000000000
213,30.097700000000,20.822200000000,18.494000000000,19.135000000000
214,30.194000000000,20.809700000000,18.457000000000,19.046000000000
215,30.133000000000,20.826800000000,18.442000000000,19.043000000000
216,30.041600000000,20.792100000000,18.449000000000,19.021000000000
217,30.220800000000,20.762600000000,18.408000000000,19.070000000000
218,30.138200000000,20.765400000000,18.426000000000,19.048000000000
219,30.175400000000,20.881600000000,18.442000000000,19.074000000000
220,30.162900000000,20.812900000000,18.435000000000,19.066000000000
221,30.136600000000,20.798700000000,18.440000000000,19.060000000000
222,30.142000000000,20.756300000000,18.463000000000,19.050000000000
223,30.117200000000,20.816800000000,18.494000000000,19.048000000000
224,30.112600000000,20.787100000000,18.459000000000,19.048000000000
225,30.023700000000,20.818500000000,18.442000000000,19.076000000000
226,30.278500000000,20.766500000000,18.443000000000,18.997000000000
227,30.156600000000,20.793700000000,18.506000000000,19.037000000000
228,30.194300000000,20.774600000000,18.449000000000,19.081000000000
229,30.099100000000,20.788900000000,18.415000000000,19.057000000000
230,30.144200000000,20.781900000000,18.410000000000,19.058000000000
231,30.080000000000,20.853900000000,18.428000000000,19.124000000000
232,30.037500000000,20.735100000000,18.436000000000,19.056000000000
233,30.135400000000,20.778000000000,18.458000000000,19.079000000000
234,30.139400000000,20.787000000000,18.449000000000,19.063000000000
235,30.129000000000,20.804400000000,18.443000000000,19.078000000000
236,30.081000000000,20.913400000000,18.435000000000,19.083000000000
237,30.170300000000,20.829500000000,18.416000000000,19.060000000000
238,30.090200000000,20.838000000000,18.468000000000,19.082000000000
239,30.136400000000,20.786600000000,18.520000000000,19.118000000000
240,30.164500000000,20.766800000000,18.442000000000,19.090000000000
241,30.110500000000,20.727400000000,18.458000000000,19.078000000000
242,30.112200000000,20.880900000000,18.422000000000,19.059000000000
243,30.131600000000,20.765800000000,18.457000000000,19.091000000000
244,30.259800000000,20.779600000000,18.442000000000,19.071000000000
245,30.169200000000,20.782900000000,18.443000000000,19.060000000000
246,30.124600000000,20.794800000000,18.421000000000,19.064000000000
247,30.100000000000,20.808200000000,18.402000000000,19.048000000000
248,30.141100000000,20.788300000000,18.413000000000,19.081000000000
249,30.190900000000,20.778700000000,18.482000000000,19.066000000000
250,30.045100000000,20.748700000000,18.433000000000,19.095000000000
251,30.093000000000,20.831600000000,18.429000000000,19.072000000000
252,30.103500000000,20.772100000000,18.462000000000,19.083000000000
253,30.065700000000,20.777400000000,18.429000000000,19.104000000000
254,30.111300000000,20.755700000000,18.393000000000,19.071000000000
255,30.140800000000,20.776100000000,18.453000000000,19.044000000000
256,30.135800000000,20.779000000000,18.422000000000,19.028000000000
257,30.124700000000,20.748100000000,18.464000000000,19.118000000000
258,30.134700000000,20.809600000000,18.437000000000,19.170000000000
259,30.176400000000,20.839000000000,18.403000000000,19.125000000000
260,30.152100000000,20.777400000000,18.440000000000,19.137000000000
261,30.203500000000,20.807500000000,18.393000000000,19.178000000000
262,30.188600000000,20.860600000000,18.370000000000,19.172000000000
263,30.217700000000,20.692900000000,18.482000000000,19.158000000000
264,30.078300000000,20.716900000000,18.433000000000,19.356000000000
265,30.172000000000,20.757300000000,18.458000000000,19.072000000000
266,30.135400000000,20.794200000000,18.460000000000,19.038000000000
267,30.066300000000,21.295100000000,18.506000000000,19.081000000000
268,30.021000000000,20.680200000000,18.447000000000,19.122000000000
269,30.094100000000,20.715500000000,18.489000000000,19.093000000000
270,30.176000000000,20.749000000000,18.430000000000,19.161000000000
271,30.023600000000,20.792700000000,18.458000000000,19.122000000000
272,30.178200000000,21.455200000000,18.437000000000,19.113000000000
273,30.125600000000,20.809500000000,18.448000000000,19.096000000000
274,30.132400000000,20.752900000000,18.414000000000,19.118000000000
275,30.117100000000,20.678000000000,18.493000000000,19.121000000000
276,30.227300000000,20.742500000000,18.398000000000,19.176000000000
277,30.188900000000,20.742700000000,18.422000000000,19.125000000000
278,30.060800000000,20.796500000000,18.448000000000,19.081000000000
279,30.189900000000,20.814700000000,18.430000000000,19.101000000000
280,30.093000000000,20.743800000000,18.373000000000,19.158000000000
281,30.062300000000,20.736100000000,18.436000000000,19.144000000000
282,30.089400000000,20.746500000000,18.435000000000,19.216000000000
283,30.208200000000,20.705700000000,18.482000000000,19.140000000000
284,30.112300000000,20.803000000000,18.467000000000,19.100000000000
285,30.114300000000,20.964000000000,18.390000000000,19.138000000000
286,30.233000000000,20.771800000000,18.441000000000,19.137000000000
287,30.181800000000,20.744500000000,18.438000000000,19.100000000000
288,30.078300000000,20.751400000000,18.426000000000,19.173000000000
289,30.150100000000,21.083600000000,18.479000000000,19.129000000000
290,30.085200000000,20.711900000000,18.483000000000,19.134000000000
291,30.032900000000,20.749200000000,18.383000000000,19.149000000000
292,30.046800000000,20.795900000000,18.409000000000,19.084000000000
293,30.175800000000,20.717600000000,18.521000000000,19.117000000000
294,30.216500000000,20.807900000000,18.456000000000,19.133000000000
295,30.130600000000,20.508400000000,18.496000000000,19.149000000000
296,30.092900000000,20.537100000000,18.508000000000,19.133000000000
297,30.209300000000,20.547300000000,18.553000000000,19.079000000000
298,30.114200000000,20.560500000000,18.521000000000,19.085000000000
299,30.082000000000,20.608200000000,18.602000000000,19.123000000000
300,30.100200000000,20.663500000000,18.549000000000,19.133000000000
301,30.205900000000,20.587900000000,18.530000000000,19.117000000000
302,30.058700000000,20.650300000000,18.536000000000,19.157000000000
303,30.072500000000,20.597300000000,18.510000000000,19.152000000000
304,30.180000000000,20.617100000000,18.522000000000,19.151000000000
305,30.156500000000,20.632100000000,18.553000000000,19.170000000000
306,30.116400000000,20.586000000000,18.543000000000,19.112000000000
307,30.255700000000,20.637600000000,18.566000000000,19.160000000000
308,30.065100000000,20.673100000000,18.583000000000,19.164000000000
309,30.065500000000,20.629800000000,18.550000000000,19.105000000000
310,30.229900000000,20.649400000000,18.550000000000,19.153000000000
311,30.176400000000,20.684300000000,18.549000000000,19.250000000000
312,30.101700000000,20.612100000000,18.581000000000,19.124000000000
313,30.078600000000,20.615400000000,18.536000000000,19.118000000000
314,30.172900000000,20.655700000000,18.536000000000,19.274000000000
315,30.125000000000,20.618900000000,18.561000000000,19.188000000000
316,30.048400000000,20.677600000000,18.535000000000,19.208000000000
317,30.178900000000,20.681400000000,18.524000000000,19.141000000000
318,30.111600000000,20.672200000000,18.546000000000,19.156000000000
319,30.098000000000,20.660300000000,18.586000000000,19.175000000000
320,30.070700000000,20.704300000000,18.604000000000,19.177000000000
321,30.136000000000,20.647500000000,18.539000000000,19.178000000000
322,30.075100000000,20.741300000000,18.576000000000,19.166000000000
323,30.116200000000,20.640700000000,18.545000000000,19.140000000000
324,30.098300000000,20.683700000000,18.534000000000,19.111000000000
325,30.092700000000,20.645100000000,18.522000000000,19.106000000000
326,30.205500000000,20.694800000000,18.558000000000,19.135000000000
327,30.432900000000,20.788200000000,18.610000000000,19.135000000000
328,30.129600000000,20.763300000000,18.536000000000,19.135000000000
329,30.122700000000,20.728200000000,18.494000000000,19.145000000000
330,30.064700000000,20.702900000000,18.554000000000,19.128000000000
331,30.054200000000,20.744400000000,18.577000000000,19.182000000000
332,30.092400000000,20.748300000000,18.536000000000,19.134000000000
333,30.162400000000,20.819400000000,18.523000000000,19.155000000000
334,30.080000000000,20.657600000000,18.564000000000,19.154000000000
335,30.122100000000,20.637400000000,18.569000000000,19.178000000000
336,30.202700000000,20.688400000000,18.523000000000,19.123000000000
337,30.221900000000,20.680400000000,18.516000000000,19.111000000000
338,30.086400000000,20.684100000000,18.497000000000,19.142000000000
339,29.974000000000,20.686800000000,18.569000000000,19.169000000000
340,30.209200000000,20.704000000000,18.728000000000,19.182000000000
341,30.128600000000,20.674100000000,18.557000000000,19.120000000000
342,30.149500000000,20.637900000000,18.562000000000,19.134000000000
343,30.244500000000,20.727900000000,18.601000000000,19.110000000000
344,30.233000000000,20.669100000000,18.573000000000,19.124000000000
345,30.150400000000,20.667700000000,18.615000000000,19.113000000000
346,30.105000000000,20.676600000000,18.574000000000,19.125000000000
347,30.225800000000,20.654700000000,18.652000000000,19.131000000000
348,30.106100000000,20.657100000000,18.668000000000,19.115000000000
349,30.101600000000,20.729100000000,18.641000000000,19.114000000000
350,30.159900000000,20.682600000000,18.576000000000,19.108000000000
351,30.137100000000,20.649200000000,18.612000000000,19.099000000000
352,30.089700000000,20.648000000000,18.586000000000,19.138000000000
353,30.098800000000,20.723400000000,18.594000000000,19.171000000000
354,30.158000000000,20.707100000000,18.583000000000,19.139000000000
355,30.123000000000,20.816100000000,18.579000000000,19.153000000000
356,30.084600000000,20.707600000000,18.592000000000,19.153000000000
357,30.063000000000,20.645600000000,18.563000000000,19.104000000000
358,30.095500000000,20.707900000000,18.589000000000,19.160000000000
359,30.128600000000,20.779200000000,18.633000000000,19.134000000000
360,30.221900000000,20.685700000000,18.602000000000,19.148000000000
361,30.185000000000,20.672700000000,18.382000000000,19.164000000000
362,30.150300000000,20.659700000000,18.426000000000,19.220000000000
363,30.083800000000,20.631600000000,18.394000000000,19.133000000000
364,30.151900000000,20.645300000000,18.426000000000,19.159000000000
365,30.138200000000,20.687000000000,18.384000000000,19.158000000000
366,30.247000000000,20.628000000000,18.453000000000,19.134000000000
367,30.082700000000,20.761000000000,18.422000000000,19.119000000000
368,30.134100000000,20.679400000000,18.418000000000,19.121000000000
369,30.120500000000,20.699800000000,18.339000000000,19.143000000000
370,30.130500000000,20.680100000000,18.403000000000,19.127000000000
371,30.088100000000,20.691400000000,18.371000000000,19.139000000000
372,30.186800000000,20.676800000000,18.439000000000,19.125000000000
373,30.157900000000,20.722100000000,18.430000000000,19.162000000000
374,30.116100000000,20.677700000000,18.494000000000,19.132000000000
375,30.102600000000,20.679700000000,18.458000000000,19.126000000000
376,30.137000000000,20.670400000000,18.462000000000,19.132000000000
377,30.192000000000,20.760200000000,18.455000000000,19.162000000000
378,30.152900000000,20.662900000000,18.447000000000,19.142000000000
379,30.126700000000,20.649400000000,18.478000000000,19.110000000000
380,30.126100000000,20.649700000000,18.437000000000,19.124000000000
381,30.117200000000,20.691000000000,18.399000000000,19.126000000000
382,30.118200000000,20.690900000000,18.444000000000,19.124000000000
383,30.140200000000,20.676300000000,18.412000000000,19.126000000000
384,30.139100000000,20.649400000000,18.421000000000,19.109000000000
385,30.120700000000,20.660500000000,18.400000000000,19.189000000000
386,30.095900000000,20.697700000000,18.424000000000,19.215000000000
387,30.120200000000,20.748900000000,18.396000000000,19.463000000000
388,30.102100000000,20.657900000000,18.433000000000,19.186000000000
389,30.224500000000,20.720600000000,18.409000000000,19.178000000000
390,30.143600000000,20.632300000000,18.487000000000,19.113000000000
391,30.102800000000,20.647500000000,18.425000000000,19.094000000000
392,30.079500000000,20.671500000000,18.398000000000,19.157000000000
393,30.111400000000,20.664100000000,18.414000000000,19.114000000000
394,30.204300000000,20.682600000000,18.427000000000,19.114000000000
395,30.140600000000,20.669500000000,18.409000000000,19.160000000000
396,30.187200000000,20.713900000000,18.466000000000,19.128000000000
397,30.172700000000,20.621200000000,18.431000000000,19.121000000000
398,30.027600000000,20.764600000000,18.427000000000,19.129000000000
399,30.206300000000,20.686500000000,18.428000000000,19.121000000000
400,30.100400000000,20.675900000000,18.446000000000,19.146000000000
401,30.088400000000,20.702400000000,18.429000000000,19.113000000000
402,30.128600000000,20.674300000000,18.542000000000,19.102000000000
403,30.148500000000,20.677100000000,18.480000000000,19.137000000000
404,30.065400000000,20.681500000000,18.375000000000,19.090000000000
405,30.083200000000,20.696500000000,18.406000000000,19.120000000000
406,30.056200000000,20.643800000000,18.409000000000,19.108000000000
407,30.162100000000,20.683200000000,18.429000000000,19.126000000000
408,30.171200000000,20.685800000000,18.579000000000,19.146000000000
409,30.114300000000,20.703800000000,18.413000000000,19.150000000000
410,30.350100000000,20.623800000000,18.377000000000,19.171000000000
411,30.183900000000,20.645700000000,18.466000000000,19.112000000000
412,30.143300000000,20.635400000000,18.391000000000,19.137000000000
413,30.085600000000,20.697400000000,18.453000000000,19.101000000000
414,30.166500000000,20.696500000000,18.444000000000,19.157000000000
415,30.122300000000,20.640700000000,18.374000000000,19.172000000000
416,30.149700000000,20.668200000000,18.453000000000,19.128000000000
417,30.079800000000,20.727300000000,18.434000000000,19.099000000000
418,30.011500000000,20.655000000000,18.473000000000,19.113000000000
419,30.132100000000,20.718800000000,18.421000000000,19.120000000000
420,30.095500000000,20.694500000000,18.447000000000,19.104000000000
421,30.117500000000,20.694800000000,18.462000000000,19.137000000000
422,30.065500000000,20.630100000000,18.388000000000,19.211000000000
423,30.150500000000,20.644300000000,18.348000000000,19.087000000000
424,30.123900000000,20.702100000000,18.385000000000,19.090000000000
425,30.059700000000,20.709100000000,18.384000000000,19.113000000000
426,30.167900000000,20.689000000000,18.436000000000,19.131000000000
427,30.058500000000,20.699600000000,18.457000000000,19.147000000000
428,30.158800000000,20.647300000000,18.412000000000,19.145000000000
429,30.150200000000,20.680400000000,18.404000000000,19.125000000000
430,30.148400000000,20.673700000000,18.460000000000,19.079000000000
431,30.084000000000,20.766200000000,18.494000000000,19.130000000000
432,30.139700000000,20.670000000000,18.441000000000,19.120000000000
433,30.116900000000,20.677900000000,18.439000000000,19.148000000000
434,30.099800000000,20.667100000000,18.404000000000,19.173000000000
435,30.040100000000,20.694900000000,18.414000000000,19.149000000000
436,30.190600000000,20.722000000000,18.433000000000,19.169000000000
437,30.128500000000,20.658500000000,18.477000000000,19.134000000000
438,30.155800000000,20.645300000000,18.453000000000,19.100000000000
439,30.121100000000,20.691600000000,18.499000000000,19.254000000000
440,30.077600000000,20.699000000000,18.413000000000,19.424000000000
441,30.021300000000,20.651200000000,18.373000000000,19.290000000000
442,30.079900000000,20.683900000000,18.474000000000,19.272000000000
443,30.209200000000,20.655600000000,18.473000000000,19.357000000000
444,30.137200000000,20.667900000000,18.464000000000,19.127000000000
445,30.120400000000,20.671500000000,18.497000000000,19.080000000000
446,30.125600000000,20.656900000000,18.401000000000,19.107000000000
447,30.141600000000,20.660800000000,18.413000000000,19.094000000000
448,30.088800000000,20.794500000000,18.414000000000,19.075000000000
449,30.077400000000,20.717200000000,18.431000000000,19.118000000000
450,30.094500000000,20.704500000000,18.396000000000,19.061000000000
451,30.070200000000,20.726600000000,18.441000000000,19.082000000000
452,30.145500000000,21.601300000000,18.478000000000,19.044000000000
453,30.159000000000,20.672200000000,18.402000000000,19.094000000000
454,30.179700000000,20.716600000000,18.500000000000,19.083000000000
455,30.071400000000,20.680200000000,18.434000000000,19.103000000000
456,30.071100000000,20.670300000000,18.536000000000,19.051000000000
457,30.197300000000,20.654400000000,18.475000000000,19.113000000000
458,30.091400000000,20.713100000000,18.443000000000,19.013000000000
459,30.131600000000,20.648900000000,18.439000000000,19.042000000000
460,31.326700000000,20.700900000000,18.419000000000,19.036000000000
461,30.150200000000,20.644200000000,18.462000000000,19.084000000000
462,30.180100000000,20.659700000000,18.484000000000,19.043000000000
463,30.117100000000,21.459900000000,18.413000000000,19.066000000000
